###############################################################
## Evolution started on Sat Jun  5 11:41:00 2021
###############################################################
0 	 0.1183117740 	 0.0115987008 	 0.0000000000
1 	 0.1183117740 	 0.0586562472 	 0.0000000000
2 	 0.1425316773 	 0.0805540752 	 0.0000000000
3 	 0.1488006516 	 0.0823799203 	 0.0000000000
4 	 0.2038693368 	 0.0957816233 	 0.0000000000
5 	 0.2038693368 	 0.0963451487 	 0.0000000000
6 	 0.2038693368 	 0.1068350565 	 0.0000000000
7 	 0.2286240020 	 0.1158498644 	 0.0000000000
8 	 0.2493805477 	 0.1262683065 	 0.0000000000
9 	 0.2520983862 	 0.1422812640 	 0.0000000000
10 	 0.2526825032 	 0.1402556311 	 0.0000000000
11 	 0.2832768417 	 0.1445687676 	 0.0000000000
12 	 0.2832768417 	 0.1587204428 	 0.0000000000
13 	 0.2832768417 	 0.1597205479 	 0.0000000000
14 	 0.2832768417 	 0.1741111439 	 0.0000000000
15 	 0.2832768417 	 0.1766904591 	 0.0000000000
16 	 0.2832768417 	 0.1748041675 	 0.0000000000
17 	 0.2835263902 	 0.1958906575 	 0.0000000000
18 	 0.2836188203 	 0.1860645839 	 0.0000000000
19 	 0.2836188203 	 0.2160822903 	 0.0000000000
20 	 0.2836944845 	 0.1998707768 	 0.0000000000
21 	 0.2836944845 	 0.2269502858 	 0.0000000000
22 	 0.2855074505 	 0.2125412890 	 0.0000000000
23 	 0.2855074531 	 0.1852233136 	 0.0000000000
24 	 0.2855074531 	 0.2343254432 	 0.0000000000
25 	 0.2855074531 	 0.2152088841 	 0.0000000000
26 	 0.2855074531 	 0.2104056518 	 0.0000000000
27 	 0.2856060515 	 0.2126302238 	 0.0000000000
28 	 0.2856060515 	 0.1970880281 	 0.0000000000
29 	 0.2859137702 	 0.2049072906 	 0.0000000000
30 	 0.2859137702 	 0.2111613911 	 0.0000000000
31 	 0.2859137702 	 0.2162684818 	 0.0000000000
32 	 0.2859137702 	 0.2066986307 	 0.0000000000
33 	 0.2859137702 	 0.2065206043 	 0.0000000000
34 	 0.2864379932 	 0.2100270735 	 0.0000000000
35 	 0.2864379932 	 0.2063133025 	 0.0000000000
36 	 0.2864379932 	 0.2045722042 	 0.0000000000
37 	 0.2864379932 	 0.2164775144 	 0.0000000000
38 	 0.2864865143 	 0.2037205558 	 0.0000000000
39 	 0.2865202960 	 0.2008764377 	 0.0000000000
40 	 0.2865202960 	 0.2053362692 	 0.0000000000
41 	 0.2865202960 	 0.2079482642 	 0.0000000000
42 	 0.2865202960 	 0.2081768561 	 0.0000000000
43 	 0.2865202960 	 0.1973574595 	 0.0000000000
44 	 0.2865202960 	 0.2260934704 	 0.0000000000
45 	 0.2865202960 	 0.2298146993 	 0.0000000000
46 	 0.2865230277 	 0.2178328626 	 0.0000000000
47 	 0.2865230277 	 0.2090972764 	 0.0000000000
48 	 0.2865257297 	 0.2000599397 	 0.0000000000
49 	 0.2865257297 	 0.2160484713 	 0.0000000000
50 	 0.2865257297 	 0.1996409879 	 0.0000000000
51 	 0.2865381120 	 0.2240071834 	 0.0000000000
52 	 0.2865381120 	 0.2040314165 	 0.0000000000
53 	 0.2865422028 	 0.2190574447 	 0.0000000000
54 	 0.2865422028 	 0.2057433879 	 0.0000000000
55 	 0.2865422028 	 0.2095287205 	 0.0000000000
56 	 0.2870794372 	 0.2034359988 	 0.0000000000
57 	 0.2870794372 	 0.2058920488 	 0.0000000000
58 	 0.2870794372 	 0.2169728551 	 0.0000000000
59 	 0.2870794372 	 0.1850997680 	 0.0000000000
60 	 0.2870794372 	 0.1854056277 	 0.0000000000
61 	 0.2870794372 	 0.2228554379 	 0.0000000000
62 	 0.2870794372 	 0.2136058320 	 0.0000000000
63 	 0.2870794372 	 0.2068872656 	 0.0000000000
64 	 0.2870794372 	 0.2153219296 	 0.0000000000
65 	 0.2870794372 	 0.2175018488 	 0.0000000000
66 	 0.2870794372 	 0.2002787196 	 0.0000000000
67 	 0.2875995919 	 0.1934950302 	 0.0000000000
68 	 0.2875995919 	 0.2076703504 	 0.0000000000
69 	 0.2875995919 	 0.2023089059 	 0.0000000000
70 	 0.2875995919 	 0.2025633882 	 0.0000000000
71 	 0.2875995919 	 0.2127041788 	 0.0000000000
72 	 0.2875996305 	 0.1917910656 	 0.0000000000
73 	 0.2875996616 	 0.2120303431 	 0.0000000000
74 	 0.2876204594 	 0.1961951151 	 0.0000000000
75 	 0.2876204594 	 0.1974722543 	 0.0000000000
76 	 0.2876204594 	 0.1941692921 	 0.0000000000
77 	 0.2876935907 	 0.2109214142 	 0.0000000000
78 	 0.2876935907 	 0.2020853705 	 0.0000000000
79 	 0.2876935907 	 0.2007736526 	 0.0000000000
80 	 0.2876935907 	 0.2272856442 	 0.0000000000
81 	 0.2876935907 	 0.2190594137 	 0.0000000000
82 	 0.2876935907 	 0.1928566895 	 0.0000000000
83 	 0.2876936042 	 0.2224138111 	 0.0000000000
84 	 0.2876936042 	 0.2204738734 	 0.0000000000
85 	 0.2876936042 	 0.2185735998 	 0.0000000000
86 	 0.2876936042 	 0.2172960270 	 0.0000000000
87 	 0.2876936042 	 0.2124335810 	 0.0000000000
